ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category3,category1Description,category2Description,category3Description,options
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.logback.Log4jToLogback,Migrate Log4j 2.x to Logback,"Migrates usage of Apache Log4j 2.x to using `logback` as an SLF4J implementation directly. Note, this currently does not modify `log4j.properties` files.",189,Logback,Logging,Java,Recipes related to [`logback`](http://logback.qos.ch/documentation.html).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.ChangeLogLevel,Change SLF4J log level,Change the log level of SLF4J log statements.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,"[{""name"":""from"",""type"":""Level"",""displayName"":""From"",""description"":""The log level to change from."",""example"":""INFO"",""required"":true},{""name"":""to"",""type"":""Level"",""displayName"":""To"",""description"":""The log level to change to."",""example"":""DEBUG"",""required"":true},{""name"":""startsWith"",""type"":""String"",""displayName"":""Starts with"",""description"":""Only change log statements that start with this string. When omitted all log statements of the specified level are changed."",""example"":""LaunchDarkly""}]"
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.CompleteExceptionLogging,Enhances logging of exceptions by including the full stack trace in addition to the exception message,"It is a common mistake to call `Exception.getMessage()` when passing an exception into a log method. Not all exception types have useful messages, and even if the message is useful this omits the stack trace. Including a complete stack trace of the error along with the exception message in the log allows developers to better understand the context of the exception and identify the source of the error more quickly and accurately. 
If the method invocation includes any call to `Exception.getMessage()` or `Exception.getLocalizedMessage()` and not an exception is already passed as the last parameter to the log method, then we will append the exception as the last parameter in the log method.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulGetLoggerToLoggerFactoryRecipes,Replace JUL Logger creation with SLF4J LoggerFactory,Replace calls to `Logger.getLogger` with `LoggerFactory.getLogger`.,5,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulGetLoggerToLoggerFactoryRecipes$GetLoggerClassCanonicalNameToLoggerFactoryRecipe,Replace JUL `Logger.getLogger(Some.class.getCanonicalName())` with SLF4J's `LoggerFactory.getLogger(Some.class)`,Replace calls to `java.util.logging.Logger.getLogger(Some.class.getCanonicalName())` with `org.slf4j.LoggerFactory.getLogger(Some.class)`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulGetLoggerToLoggerFactoryRecipes$GetLoggerClassNameToLoggerFactoryRecipe,Replace JUL `Logger.getLogger(Some.class.getName())` with SLF4J's `LoggerFactory.getLogger(Some.class)`,Replace calls to `java.util.logging.Logger.getLogger(Some.class.getName())` with `org.slf4j.LoggerFactory.getLogger(Some.class)`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulIsLoggableToIsEnabledRecipes,Replace JUL active Level check with corresponding SLF4J method calls,Replace calls to `Logger.isLoggable(Level)` with the corresponding SLF4J method calls.,17,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulIsLoggableToIsEnabledRecipes$LoggerIsLoggableLevelAllRecipe,Replace JUL `Logger.isLoggable(Level.ALL)` with SLF4J's `Logger.isTraceEnabled`,Replace calls to `java.util.logging.Logger.isLoggable(Level.ALL)` with `org.slf4j.Logger.isTraceEnabled()`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulIsLoggableToIsEnabledRecipes$LoggerIsLoggableLevelConfigRecipe,Replace JUL `Logger.isLoggable(Level.CONFIG)` with SLF4J's `Logger.isInfoEnabled()`,Replace calls to `java.util.logging.Logger.isLoggable(Level.CONFIG)` with `org.slf4j.Logger.isInfoEnabled()`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulIsLoggableToIsEnabledRecipes$LoggerIsLoggableLevelFineRecipe,Replace JUL `Logger.isLoggable(Level.FINE)` with SLF4J's `Logger.isDebugEnabled()`,Replace calls to `java.util.logging.Logger.isLoggable(Level.FINE)` with `org.slf4j.Logger.isDebugEnabled()`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulIsLoggableToIsEnabledRecipes$LoggerIsLoggableLevelFinerRecipe,Replace JUL `Logger.isLoggable(Level.FINER)` with SLF4J's `Logger.isTraceEnabled()`,Replace calls to `java.util.logging.Logger.isLoggable(Level.FINER)` with `org.slf4j.Logger.isTraceEnabled()`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulIsLoggableToIsEnabledRecipes$LoggerIsLoggableLevelFinestRecipe,Replace JUL `Logger.isLoggable(Level.FINEST)` with SLF4J's `Logger.isTraceEnabled`,Replace calls to `java.util.logging.Logger.isLoggable(Level.FINEST)` with `org.slf4j.Logger.isTraceEnabled()`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulIsLoggableToIsEnabledRecipes$LoggerIsLoggableLevelInfoRecipe,Replace JUL `Logger.isLoggable(Level.INFO)` with SLF4J's `Logger.isInfoEnabled()`,Replace calls to `java.util.logging.Logger.isLoggable(Level.INFO)` with `org.slf4j.Logger.isInfoEnabled()`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulIsLoggableToIsEnabledRecipes$LoggerIsLoggableLevelSevereRecipe,Replace JUL `Logger.isLoggable(Level.SEVERE)` with SLF4J's `Logger.isErrorEnabled()`,Replace calls to `java.util.logging.Logger.isLoggable(Level.SEVERE)` with `org.slf4j.Logger.isErrorEnabled()`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulIsLoggableToIsEnabledRecipes$LoggerIsLoggableLevelWarningRecipe,Replace JUL `Logger.isLoggable(Level.WARNING)` with SLF4J's `Logger.isWarnEnabled()`,Replace calls to `java.util.logging.Logger.isLoggable(Level.WARNING)` with `org.slf4j.Logger.isWarnEnabled()`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulLevelAllToTraceRecipe,Replace JUL `Level.ALL` logging with SLF4J's trace level,"Replace `java.util.logging.Logger#log(Level.ALL, String)` with `org.slf4j.Logger#trace(String)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulParameterizedArguments,Replace parameterized JUL level call with corresponding SLF4J method calls,"Replace calls to parameterized `Logger.log(Level,String,…)` call with the corresponding slf4j method calls transforming the formatter and parameter lists.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes,Replace JUL active Level check with corresponding SLF4J method calls,Replace calls to `Logger.isLoggable(Level)` with the corresponding SLF4J method calls.,31,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierConfigRecipe,Replace JUL `Logger.config(Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`,Replace calls to `java.util.logging.Logger.config(Supplier<String>)` with `org.slf4j.Logger.atInfo().log(Supplier<String>)`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierFineRecipe,Replace JUL `Logger.fine(Supplier<String>)` with SLF4J's `Logger.atDebug().log(Supplier<String>)`,Replace calls to `java.util.logging.Logger.fine(Supplier<String>)` with `org.slf4j.Logger.atDebug().log(Supplier<String>)`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierFinerRecipe,Replace JUL `Logger.finer(Supplier<String>)` with SLF4J's `Logger.atTrace().log(Supplier<String>)`,Replace calls to `java.util.logging.Logger.finer(Supplier<String>)` with `org.slf4j.Logger.atTrace().log(Supplier<String>)`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierFinestRecipe,Replace JUL `Logger.finest(Supplier<String>)` with SLF4J's `Logger.atTrace().log(Supplier<String>)`,Replace calls to `java.util.logging.Logger.finest(Supplier<String>)` with `org.slf4j.Logger.atTrace().log(Supplier<String>)`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierInfoRecipe,Replace JUL `Logger.info(Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`,Replace calls to `java.util.logging.Logger.info(Supplier<String>)` with `org.slf4j.Logger.atInfo().log(Supplier<String>)`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierLogAllRecipe,"Replace JUL `Logger.log(Level.ALL, Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.ALL, Supplier<String>)` with `org.slf4j.Logger.atTrace().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierLogConfigRecipe,"Replace JUL `Logger.log(Level.CONFIG, Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.CONFIG, Supplier<String>)` with `org.slf4j.Logger.atInfo().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierLogFineRecipe,"Replace JUL `Logger.log(Level.FINE, Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.FINE, Supplier<String>)` with `org.slf4j.Logger.atDebug().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierLogFinerRecipe,"Replace JUL `Logger.log(Level.FINER, Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.FINER, Supplier<String>)` with `org.slf4j.Logger.atTrace().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierLogFinestRecipe,"Replace JUL `Logger.log(Level.FINEST, Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.FINEST, Supplier<String>)` with `org.slf4j.Logger.atTrace().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierLogInfoRecipe,"Replace JUL `Logger.log(Level.INFO, Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.INFO, Supplier<String>)` with `org.slf4j.Logger.atInfo().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierLogSevereRecipe,"Replace JUL `Logger.log(Level.SEVERE, Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.SEVERE, Supplier<String>)` with `org.slf4j.Logger.atError().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierLogWarningRecipe,"Replace JUL `Logger.log(Level.WARNING, Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.WARNING, Supplier<String>)` with `org.slf4j.Logger.atWarn().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierSevereRecipe,Replace JUL `Logger.severe(Supplier<String>)` with SLF4J's `Logger.atError().log(Supplier<String>)`,Replace calls to `java.util.logging.Logger.severe(Supplier<String>)` with `org.slf4j.Logger.atError().log(Supplier<String>)`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierRecipes$JulToSlf4jSupplierWarningRecipe,Replace JUL `Logger.warning(Supplier<String>)` with SLF4J's `Logger.atWarn().log(Supplier<String>)`,Replace calls to `java.util.logging.Logger.warning(Supplier<String>)` with `org.slf4j.Logger.atWarn().log(Supplier<String>)`.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierWithThrowableRecipes,"Replace JUL `log(Level, Throwable, Supplier<String>)` with corresponding SLF4J method calls","Replace calls to `Logger.log(Level, Throwable, Supplier<String>)` with the corresponding SLF4J method calls.",17,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierWithThrowableRecipes$JulToSlf4jSupplierAllRecipe,"Replace JUL `logger.log(Level.ALL, e, Supplier<String>)` with SLF4J's `Logger.atTrace().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.ALL, e, Supplier<String>)` with `org.slf4j.Logger.atTrace().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierWithThrowableRecipes$JulToSlf4jSupplierConfigRecipe,"Replace JUL `logger.log(Level.CONFIG, e, Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.CONFIG, e, Supplier<String>)` with `org.slf4j.Logger.atInfo().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierWithThrowableRecipes$JulToSlf4jSupplierFineRecipe,"Replace JUL `logger.log(Level.FINE, e, Supplier<String>)` with SLF4J's `Logger.atDebug().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.FINE, e, Supplier<String>)` with `org.slf4j.Logger.atDebug().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierWithThrowableRecipes$JulToSlf4jSupplierFinerRecipe,"Replace JUL `logger.log(Level.FINER, e, Supplier<String>)` with SLF4J's `Logger.atTrace().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.FINER, e, Supplier<String>)` with `org.slf4j.Logger.atTrace().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierWithThrowableRecipes$JulToSlf4jSupplierFinestRecipe,"Replace JUL `logger.log(Level.FINEST, e, Supplier<String>)` with SLF4J's `Logger.atTrace().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.FINEST, e, Supplier<String>)` with `org.slf4j.Logger.atTrace().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierWithThrowableRecipes$JulToSlf4jSupplierInfoRecipe,"Replace JUL `logger.log(Level.INFO, e, Supplier<String>)` with SLF4J's `Logger.atInfo().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.INFO, e, Supplier<String>)` with `org.slf4j.Logger.atInfo().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierWithThrowableRecipes$JulToSlf4jSupplierSevereRecipe,"Replace JUL `logger.log(Level.SEVERE, e, Supplier<String>)` with SLF4J's `Logger.atError().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.SEVERE, e, Supplier<String>)` with `org.slf4j.Logger.atError().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jLambdaSupplierWithThrowableRecipes$JulToSlf4jSupplierWarningRecipe,"Replace JUL `logger.log(Level.WARNING, e, Supplier<String>)` with SLF4J's `Logger.atWarn().log(Supplier<String>)`","Replace calls to `java.util.logging.Logger.log(Level.WARNING, e, Supplier<String>)` with `org.slf4j.Logger.atWarn().log(Supplier<String>)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jSimpleCallsWithThrowableRecipes,"Replace JUL `log(Level, String, Throwable)` with corresponding SLF4J method calls","Replace calls to `Logger.log(Level, String, Throwable)` with the corresponding SLF4J method calls.",17,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jSimpleCallsWithThrowableRecipes$JulToSlf4jSupplierAllRecipe,"Replace JUL `logger.log(Level.ALL, String message, Throwable e)` with SLF4J's `Logger.trace(message, e)`","Replace calls to `java.util.logging.Logger.log(Level.ALL, String message, Throwable e)` with `org.slf4j.Logger.trace(message, e)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jSimpleCallsWithThrowableRecipes$JulToSlf4jSupplierConfigRecipe,"Replace JUL `logger.log(Level.CONFIG, String message, Throwable e)` with SLF4J's `Logger.info(message, e)`","Replace calls to `java.util.logging.Logger.log(Level.CONFIG, String message, Throwable e)` with `org.slf4j.Logger.info(message, e)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jSimpleCallsWithThrowableRecipes$JulToSlf4jSupplierFineRecipe,"Replace JUL `logger.log(Level.FINE, String message, Throwable e)` with SLF4J's `Logger.debug(message, e)`","Replace calls to `java.util.logging.Logger.log(Level.FINE, String message, Throwable e)` with `org.slf4j.Logger.debug(message, e)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jSimpleCallsWithThrowableRecipes$JulToSlf4jSupplierFinerRecipe,"Replace JUL `logger.log(Level.FINER, String message, Throwable e)` with SLF4J's `Logger.trace(message, e)`","Replace calls to `java.util.logging.Logger.log(Level.FINER, String message, Throwable e)` with `org.slf4j.Logger.trace(message, e)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
